2025-04-04 17:05:54,357 - __main__ - INFO - Using OpenCV detector
2025-04-04 17:05:54,360 - src.access_control.verifier - INFO - Using OpenCV detector
2025-04-04 17:05:55,006 - faiss.loader - INFO - Loading faiss with AVX512 support.
2025-04-04 17:05:55,050 - faiss.loader - INFO - Successfully loaded faiss with AVX512 support.
2025-04-04 17:05:55,055 - faiss - INFO - Failed to load GPU Faiss: name 'GpuIndexIVFFlat' is not defined. Will not load constructor refs for GPU indexes.
2025-04-04 17:05:55,060 - __main__ - INFO - Starting live recognition...
2025-04-04 17:05:55,078 - src.face.opencv_detector - INFO - Initialized OpenCV Haar Cascade face detector
2025-04-04 17:05:55,078 - src.face.embedder - INFO - Initialized face embedder
2025-04-04 17:05:55,080 - src.database.embeddings_db - INFO - Loaded database with 53 identities
2025-04-04 17:05:55,080 - src.access_control.verifier - INFO - Initialized access verifier with standard database
2025-04-04 17:05:55,265 - __main__ - INFO - Starting live recognition with camera 0
2025-04-04 17:05:55,266 - __main__ - INFO - Detection threshold: 0.6
2025-04-04 17:05:55,266 - __main__ - INFO - Recognition threshold: 0.5
2025-04-04 17:05:55,266 - __main__ - INFO - Using standard database
2025-04-04 17:05:55,266 - __main__ - INFO - Press 'q' to quit, 's' to take screenshot
2025-04-04 17:05:55,969 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:56,467 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:56,515 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:56,562 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:56,612 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:56,660 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:56,708 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:56,756 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:56,804 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:56,852 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:56,901 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:56,949 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:56,998 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:57,046 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:57,104 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:57,182 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:57,241 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:57,316 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:57,374 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:57,448 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:57,505 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:57,584 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:57,638 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:57,713 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:57,772 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:57,852 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
2025-04-04 17:05:57,899 - src.access_control.verifier - INFO - Access DENIED - Person: Unknown, Score: 0.0000
